"0000 - US president","0001 - US senate","0002 - governor","0003 - County Clerk","0005 - mayor","0006 - Question 1 - school budget override","0007 - Question 2 - new firehouse land purchase"
be836fae7b27231d0e0b4fa9575e9a79e2d0bc65,ab353407604fa739432c2dff960d8bc2f3698afe,1883ffd6eaf9c971696b6ea06767082f8452d22a,9a8503b8305705249e9faccfbeb95deb717f9dc6,f9c1fd03ce2f82ecb224fa77c169e6f8283e0d7a,0f022fa2f6365596823de5e235db8e547324a877,1cc4f1f2905cb9b6947a4931a9f4230aff71eceb
e4c9679dc7a96f6adf0720ea5208fbfc913fa204,e608f85817eb5b2ee4cd5ebd6d05196a711f9070,974cc33345b83bdac3c7340fc95cbbfdda3ec128,4d66100b4b033258dc33d0e858deb317b27c5ffb,ad9edcdaa38fdedd60c512baf7392ebda2a185fe,08fc810d5b8ea56e97dea3661f98c2ba3e5dcc6c,5e7a2181008c511289a9784df766bd48fc96e9d8
f05c7ce283e3054816df56fe9703bb6f1cfd33f2,d42f1a2a319dfbaada85f01525631ce7b93a85d9,d02d0cff91d8a71850f1b21920bfffc2bcfa5536,02e7af5ee2f13ccd41c12063fb07db06ec255071,c8bea1dffe8d592b1515575e33b270221738b98d,36acb0a5b30da8c87fc2f56fa44a30c5bd359971,6bd058dbab63cd4995206453a7aeeadb73e97cf7
b4eba254c162ee6056e189f35bc0c0094254af0f,941c06653609b4942edacfeb72561627fa3a305a,e5517c7974f0dec0d1dfa82b15a39b5e48a86331,8ac9a5035415f31bf0a19ea083ba786646d749b8,40f89174e5d72cc935c6ff22604ea63a74efc731,f95ae81b37cc6ead502c526227ad57950fc3aded,1acdd0e9c1fd412d759bc30ac667184fb20d0ee5
5bc795e29624c3df102bcb030ca53a20db60183b,199f931341ae2c5bb6a0b0c98186bf1a2cb0d2f5,3f9f23932053526c51e444cc6871784506eda362,2bc4fe5ca54e73cd42901d94bac432cd469b50c9,0a7042e7336cafd7493de7a29e98faa949e61f01,488fa2b2aa500a82ff67db175bc3cf216596018c,ca8aadf6346c41d74a9c3dda092627ba3c08e17c
d7f0df09811b01de3476a682188b87c28289afc3,b33610a65ce7cb785739134c46fdcd9091818ceb,f57370f2c9c537b3a831b00a8cf365ecfd54dbec,c967b250a3079512c05572c559f392094c8bf33e,3e04101eb8885297be5ada2a1039c440dd3054f9,21825aeac06d60a9bc42e98888e30e198ca5f2e1,6caa33ce8c9d8f70c7a75f04ca37f0f4fff76fde
149b282bc5b7dd421af7310342d0cf16fa675ce1,d0b2a71584be469b9ab74699f55338a8b4fefc04,08655dbe5ce066baab0a2b2590b549a2a778e1f0,a7c5059032920d4c5d481356378e230eb53bb30c,3969b07e49ef870163e559e598c3109d48c485a4,b55f6ce56c9d766e22b859fb545b6912eca585e1,d0ed1a1ce340b7e4f7e73bd587c9a59d7128907b
647c81ce7bbcdb60e94a9aec731ae6e4f386da27,95e5c949ead065d19cdca799a6301410456a787c,2923790745350ec830c2731c7148ad90ac20790e,c03ecca2a972f387d71ccd127b95dcd545053d0b,78023e59de387166592d754aef7a1a8c8899dc96,6bcfcc7a65abbe4acb35fbef12e011d3b0259df3,682aacaa26c3e35daacc427b57595f8fd112de6f
433df1a67a77d27076190427a645b027fe876ba6,af6bb0e31a78a3fdec348b7a7852f1ed51478570,920ba214921bcd97c34fe4e72577a390d425912f,9f0cab6b85268637a0a24c3d5e42f44d2073384c,fe4fb4adfd951d3cfe0d337cfa6764edeb62bcd1,df333a081f6b61dadaa2c1757fabdd4d70c351a8,414886bf24cf92d298d99e754154b42e6b194ab5
6aada815a38c26479dc352cfff5af8f16acfc534,4446d3fcdbaf568eb51b62f15218619238c6f5d4,61265c9aca9485ed201e9f0a17f2ef1a2cf8d5bd,1acbe82cf5dc3aa89ebefa0bfd964240a74ae91e,92b6d568731172572c36585b4185cd6610ec6eaf,449327f5febba24b9c2629a96b7d92bd80fc1c66,94c6f72fcdb419af5931b74255b642b5516125d1
87e7ba5f373f5478fe328cce8cba7e454f753c0a,aabc16ffba4a8619ff3dad8a25f2724d428fe032,dbcd9c8ba04af0f7d763a6784c13c1a2e3ccd745,aaad2cce33d031043f3518e506cd0c81e3119b90,e9522786123cfd10997909c5c1a33b99dc16455d,5e3cbf9c317387ade2973bcadd8bc6747e87d402,dbd1aa7fcac54f8bb80b4d1ab835f892d309705e
6ec2728f31791019aee48066972c6552249989ca,cb3c1ae2a6bd0acb1c045964c254bf3cd252e4d9,e811948718f085510bcff2e85c960a1cbc8958b4,25dfd0a8b05faa2ac344220726bbf4ec0042d478,453c890cf425cba76ed36952cbebc9f718618a42,05ea96d729ad1dbd16a6c4117779969c2a99bf88,8bbbe8fad02603f93d19c5386b9edc49ab2e8971
fc974ceff331c7d80b57c227e59b0ceb87478f63,b8ba8ebef15101a80f7d39748cd9bc42d80c3f33,6f07ac23dc141c53c030b7a29cb54fbba9d67f60,009f922d25c7f4c45da41526caab8e9a6190f994,18dfee59d7b6999887467757b08b7fcccb12eac5,c4e020a7e72fe9d87b833dbf8cfc7865569374c4,9994aa5315ff6785494efb59ff7114c54afb1d7f
dc5365a2958bf3287a427ca152e5b3eb9067f109,5c6bb94ee8ad24c4c3dcd51f649f72320197e120,abd4ef8af5c1830ec749f96a26d76e7123a48704,d5b60b512eebaccf737e73a40f8f145ca8264974,a946a9b18e917a7cf7eb434ef3f5d30279b7f738,aa4776d4fdc0fbd3c3c0239d4ae189f36360fe46,a9cee6599c7c9c4598113ae98cf8eec61df9edf3
665586cd70de08b63427d4c24b22d41140a62974,13328276f230d9f9f7caa47c1e1caaf95189cd33,9b1aaf6658aa677a303621927093a81a2419a422,a1b02d034063d3a4e29ca78cbfaa5d3e9caf14dd,b4ca79426efe2f4534b57231d05bfd66a3ad1b03,74a1759a8eba201f219351ea17b6fcbdb66972e2,2f82c7d0cba3e3e5e99af2330cf02e67adf6916b
e11adf7c589cafbed33f23fc2ab53adf60ee2332,c90f82002f3cf3107cd60db3f58f1cc205a59839,495612da5f6522b2bbbda06703d0d3af04761cb5,38e3e1f90f1ac3544696805285d8c81b84802930,09c553dde463e94f57ebe83b78fe606c30af1433,bbc89704aa04c6879dab64b0ea171839939c5a6d,28ffb8456a6e3693949f0177005c3fc1d5b50092
bfe6bea6d6999159b3e668f9a28c16ebbfb9d080,8db54736a6ba35d092c6b0c7d9b8fcd58825d9ca,eb1f86fa6029c62dc60a306fb8bb2b60518cc4eb,f77658ba63e4a1c8f803763d824c17579814514e,2f50d8dcd8a858453267acc6d736717d55ca7206,8e014b6c2c80abeca6f4c55d702dad70ba7b470f,dbc9bea39d6065dcea8361eebc8f25e100fea647
9c70df26793184ae413404b79b2e04f0badd9704,a47e7ad87e39e988e75ddf45d1cbb40367b3e38b,d298ffcfebf4552a3c7ebcec694d5fd7704f2972,a0be18d673526fbdf14dae96bf5df877461fca95,cb18f3899d6beb93af5678bcd91070f2124c3371,51583f6224edf0b539e2c53973fa77cc6c9513b4,85955804b7158974f6e7fbc6896a0c8b0c3044b1
1c3f45e07f074ff439829e449f1d445b22b10375,3f0306fed813cb00c52eb96c443910138149076f,0a933690b7d53050b97788c120c5695d2f95a310,16b2fed5222a9fffad57f6caa8e27a11c468fb5a,3476be40f3b4ab4b08078c80f1666361c2f5b490,ee340b66df021b09841c2a88f627f421bfcc6a3b,0f3514c7916316e3d25a6ce195dde146f1a0351f
acadbeafc6f49f0ce3547d52ed3ade59da5157da,7573a7dd15ab1ec426a6e566aeb267acaf2c844b,b9292e285c5614c901c66d537235aa1eade11c1c,2849fd0a9accce8f4bd03f616e9ac7cbb67560c7,dc67e21198af9bac6f47431c7a614eee7398907c,0c8e5b9f0fe2a41aebe63efe7e1c1ba7d2634ca8,571e56ebf17f47cb9b56a60b901db6781ad5dbc1
762429911f1dd91eb56cc5af59220952b0a8afa7,ed1e9d6c08ea225935bf6e313c40a53079f9bb4d,4b173e3f751f756ae5c6efdadbe4e7943f52d3b1,ca8a69a08616343200f3ca7374aea6568a4f554a,163415e01df7ef2bfb1be4a8e8cf5611a2dae7cb,9bfe02c0f987620a99c2b6a55e27c4a4e75fc6a5,7f0f9ccd6a98b7b669a00ce2a4576c2d8844a880
20cfdfd1336f61b7908ccae64380d37bfa7a56a3,a81471317a6bdc5df0df01cf02f441d8347a21b5,557c760b81d330bef0573e1a6f2e1d21fd0b5296,f7c3eaf8741bb6aaa4e725ed3cfce7a6d8b34932,a515aaccd89881df1029e2bbb6da63d7708bad80,8b50bdec5942754d3235ed3a42b62c9729cb152f,b9a2ab3443953795a0ac7c8377cbbaed69f8f187
f3fc72bf443fd62457aba42c3cdc142163ce8305,3242428bd226c3bb99b092968412ac853d15e872,557431c7afdda62ae3fda48e8f5e4e93e0cb91b4,769109e4970f2db056b930f5ee4696fb3103b13f,b6b4a3bf7e1a09c0166c4fb8f8447ab2a1ea1cb3,7b6a750060b39c0b88d05fcc0b6e8eb8eaa796a4,142b9a0ae15c60ae2be8d944f9273f1b51be3b57
1cea405b217522581eaf9b41029e6727c3d49656,5cb58e6aa13e473fb7c75f15a815b056b5f19bd9,5b73c2034ce90ba2de4a4c62b246e459043409fd,77d56d83fdac7b476384b3cf1106bea4981f935d,5e34f66709fffa6d6dfb6e03f34121f2aab524e4,589b8c6c942072713d891b508a189b0ba950d4f4,2670c665e8a0a631c7fba7265e4ddf91c483b2bf
c07caca90229f74d6d1f4cb798d22b12172cc0dd,0f421d80fe296da905c650a76c9c317116d751b8,dd0708d4254beca043803b8ddfb8b4ab79ad4de6,e47dcebe1bf987a25298441a055fd36c69297aa3,ef33f37c2333ded922a6ff0d03b2feb3b6c7464c,557f0531c977f7afd7f1acb4008738a5f57bbace,b3586ad7fafdf103d15f4b84d00b72631c0fd270
5ea9fd319fedb161d44cd1114adc25038d000491,8574ff8053f27b636d56e0406f6bc528fb76142e,339b3fd1d2fd6861e237b9e6ed671a69c9596fb1,3657c1a25d3720ddfbbe8bbf11169dfb2aaad3cb,2df332c5ab11c11eda0de05f078d01faa371c6bd,c391361a9c4ea4539b0b95c802e4351ad0738384,3ec5b97eb0e365ec7bd647e828bfccd8b432485f
c76db13698b082af13ddf6702a8636af0a0f7927,a3ce118fc3253803f325712806ac05a246e77cca,de8319d2b44e4502b4879405bed47c0e32eb388c,71b88e8f61805dd40423e1f699f54579655e6776,9b4f9a215480b7375adf1d1fa6d89fbe099f25de,21cce5dcaa1925b90fb9c5007b5d4b8eee922571,24a582e32f27eb1362a5c0f686370ec3e6f178e1
802537bd8ed5f69b34b56042f3fa2afe0df0cf1e,96f783b648eb40f45489e3d68cfbebc8ab536bc4,f4fff3e5ed5e6050e5776bc01dba219559445225,756d4a97e04f1a507202d6e28a5583d8c843bf56,bf3c3f8ba7c3337a32894bec94437effe38ad019,1abd57ceba89af481222b23380ee8a58c4399656,83f6c09dca83303db7d591aa882841cf6b2cf2f7
aef1d64c2057d0d56264709ceaba50071fabdb7e,a25088f5c3ec7d29a284212dff975b5d31284759,2642a77f24dfb354e7716008cacfd5e0493f5494,11b2414c82a6718fb55a64f9d525d04e075b11d0,a398665681361cb8b4aa5a54f2952d342452a0b5,d356eea8c6024d7e44602949138f7afed3923506,99f354e38152b134820a09ff4e3fb398d853a18d
a49956a9ffa0d06a03ef2a023916478b6996ebf8,853e1c4ee203a028269a7bf210f9eeb937611d1d,a24cedf98e2ee1ecfb7a699a454b51663cb29bd6,ac7b882046c51ba96d30be850b84132b243281dd,1e6f10fd943e9419e39b3bc456a835a6d96b02e2,27b7054b79ec0b6b18c4aa8ab4cfd117ee0c3fb8,bf7f616153a3c093303f06f895dbd9d8ea495f37
4e6cddd3595a2354fa5889bfb1a4236b1ceda7e5,5e4ccca0a7b63a639205201f7357e5f1f2801c09,bbd72cadd8fe653aa96f11032d3c23f9a8afc653,9fe768c20e564c6830c83004aafa7b7fe74a7ae1,03ee9419195e6e75bf7306ddd4a9e3783072b4c7,a623c82ac6e82945f3c5b9ad20b9cc7158e1d744,301290e362815def99ccde72f0c90ebf8cb1a16e
0a44a41e8554491ccd242f502ff4d9d7c80ddefd,5004c86ded960a1c6cb8c76460d5235f607f0436,c1d7f0b59328be6b280d05da14f6180539d6459e,69ff7c5c53fbe4e7b0f28749a268626b9b28c43a,80870c514f7fbce87ff2680c308363b50dc1cf36,3441592ac7ebf3a50ad58c2842cfe17750f5a95e,1dee8e4f9a33c94c4a72ad440c51b679a5ea5734
da9566c5e0324023f11f8172a52e9b23153ec7ac,5ad407de3c3cfc492bf47cdd5e5ccca4a422d6fb,7849d4fba865bcd31b7f8f5a4bd41445f7796ab4,a7b98c8d41ca37eb80e505b5a03e854ced662c06,9aa4becd6521b57e0e4ed417ad9ecd2f3ff54597,b8b20b5693dc58c9087bf449bce5f8d160e2ded4,13b400e8aa2a04138bfa598d3113ef27207431dd
8b063acf3bed954aba007358d9cace0b98bfe5b7,4c66abb84971f4fc70031536e706e909ec52d23e,f031036a3ce46e4f9e4d3fa084bb4b8852e1d968,79248aa7e645a547cc472b9e53acbd3d2cc0f8ae,99201c1467e11969c8885297a96f79cc3079491c,fb647085e63e1ee84e8a99d93a18866844e9370f,a41c080905eca5ac57b31fa01e057e6b1067d783
e94c8469162acf1c20be3a0246f2793a58eeffdf,397812a3ef76b50d02344378ee4351354a4bf6fb,2c662cdacaaa6d66305110f84db58dc0f35e47bb,57e3630af94889b3baa69215e8d957dc397d7a98,f368a04bcb50c2d32ec76bcb3cf0cbcf3a9fa740,52b52fb4252c6d5bce97a2e9e77fd450454331ef,b99bcde3d27ed98a674e6807fd2b1b4835645331
6940cbca245cf88d5b56a14b20eb13f2c9b40b91,29a8765788fba9215a2e3b02614fa560dc8cbce0,31f4d8e5ff86dec0a4a87d5346d76a483239b18b,428157d85324eef59d5667af19113a0a3278614f,5f45249b2133eaea5bd824b6ce2f7a4f5b109372,488f4a53cee8c322dbdb7587dea9dbb4d7d3dd05,a451d960ce8067c50c40c1559db8d4ebfe9f7acf
a47ab2fc54ec9dfcd325d8559a170497683e35dd,c8382978fe05eb91780313e97cfa67a2c4787ef9,0e36f335adb83bd6ccaeb0ee927b21c21b147763,3077098082b249b22aac61ed87a5999bb252f69d,99de044b41a3e502e8c642932e7c774af250f695,fb155cd9934ed10c73239950f21836759941c7be,557cf8725eb97f109bae00940a93c232f31fb67f
4097740b0636bd13010d728aab1d0422fdafbb93,24f0d3bca31dd0776d13d2ccd5d64aef1172f8f3,dfacf455e5081208b16a5f19bfa5b62465e8558d,70db28d47210430c4d00e2383d1909092ed0aea7,f44ec0cfb1de00a8d4ab48d56a9679c8d1112b86,b59ea69320292ff1635109a0538dfc8edceb9176,d297252dee9b04eb1797bcd67ed217036298a037
da5be2e9304a37d392eb9613435b9ef1635184ed,b292616ca438f13089ca46228031759d5f8aa669,f3b6570ddf9443ff2b278d72d5af0dbd66875061,624dd7f62a361fe8e24e797cc0b13751fc6f2d50,f01dcd8f3c8616a3c603a49b58767dd2c2ca3b78,77f967fe34807293fc7ef8dcfba624197d93c28d,133c427a2d7c4dae2509aaa3e9c9ee34cd1de3c4
489269f88f7ff0842b62780c74ebebceadd96a57,be7380e53b6703e45767531a242abb3871f4eb19,ce556b4fa56ab96a56023d7519c0dd9bf112599d,ce7bd16f7fef16c7306f7f29253a03c66ea0e12e,2c70a32a5d1dc7b53e7f0bc4679a54af8aee1bbf,2bb0b8fd5fffaa63bd70c029f918cf1a96c235ca,70bbbaf64daf9b9f50ce4de1dbc0ad27d894074f
7413c91691073a9d9f265d417f496d95ff22d7b6,594bf71bbb517589dbee28f02bdbfb261b317904,db357972bca24ea5db83a31dbac1fd493b9ba83b,12864e1cec58e478ddf9f4986938d05b2cc6eeea,707d1e7c053e7aea9d17478d35490a89d1d15fc2,d6bfe03b572748825e9193b7663d3b93c6e4d6c1,2d88f7c4f5c632e6d4ce0c60f86eae81a752b7eb
f39a9f338a6a0d4680543e4153607b7e0581ab29,fe42b8d39d585647add4e430268554f456c611e1,343b2d2b21157eab6fc79d523212c0107b71bf36,08ab066ae86ecdb64977f301cd113c4d7c83edc4,ca29db221c8c894d48b59e3b4f08e8af57f0afc1,0ef977391903ab726b0e2b8a14474f3df52141df,87a9bfe1dd699b0075b8b40484f40022c08b8159
40ad2787a4896b1a06be963548175627d6bb9acb,07c97216ba4a28373564eb7f7275a02ffd5ddcd4,3118dc8cea802b38b14401afde93ce2e0798e925,4e08a22eb8599599ea3c2d4647ee1a6c3b26e3fa,3494e3ccbb631ece748fbd678146a9d8f6df665f,52ad81bc66e698a7f32447dd1f711779fdc78dfe,aa124be474385655adca0703300d09d30de61f98
e02c5ff854e056f3bb3104bba4475079353b47a5,b7786cfc1f9e1d8dc51e4a5d99c483d87810061c,24d8496bbe5d7eaa3b9c916af578c5191fcf9377,d7dc16a7f7dc91dc5e96067009d5e83e7f540360,686fe713064bd461806fa97347b3bee0ca410fb8,4e932c28b38d6c9ca02b5e00990fdfaf5da46582,c76430a532291eabeb91282890edb263102c3003
1f2040177004dec12673fe7781fd0ecfb2c44ebf,366b6d7e2f8cb427853917fb483f0ba6afb930c6,9ffdd7b160cb6c2eb14656da113ff360c6043220,9baf174519d9e3e09f2f164d5364f415584dccea,c073130489807dee0f7ff23317c631a7e7d88856,cf5b13f4a2cfd256b90533c1315ad71ed170cbf9,235cc8cea938d6af78c899bded45e3d84f4cff09
9bcd15339213f7e464170a33eda3708f0dfb6bff,f15534d5bba604c9514dd7ce0d293de5c0446d15,d2815bd206892f42d0eeb8fb91850414c4bf08c1,ea8e5ae5ef54d47b51592f6ca674eace938fde71,0fc7dc1dd2c8de331d03ec5a5be7d4471fba8f84,18bb2ec19ff508d71669788b3c483305533cfeb3,f1116ebb73b7419a3719592e9f3139e3413030f3
123df3f1f7e51437ed7747cf029362b4bd35df5c,4d8dd89abce6e0bdf67e0b5323a6237faf1bcade,47e6875d4fa554a492a5cf32fd2f8282a790cd95,3d3825441f2479d692bc70d746efbfb843cefff4,e83b35428b64f80af92b04ac3f20b40e61454313,fe3ad6d895179537398f3bbd957ce5d60d5a1e0b,216e76ab0c00f78210997c7121b5704980d1f576
e50fc51812ebed7b7cc8fc3674bc40fc07416d93,4e437e1fc47e0f222f7403d9957490b9205245dd,80de3a455aabc4e85a8ab3cdac34215227f1f6c8,dad6e34bb0725db2d9cc01b4ac5147dd5a459300,e9380a7a2d8fc0ecd1571cd2a5d43c0902106dab,6a3113aaa190fe4d4fd3403e7b0420c7a06041ff,dfebbce126f6885d29af5eccf6bbabeefd36f98e
c6cd7e904d58e2a63c5751da0c3b4f047abba3b1,56513b46d17a64e4cde3753385862437e488f5a6,ad915c2de0b44099a9c92ecd3c2347f58287cf6e,7ec553f8092bab9834fe0745c694e37a40a1dd54,a1440f4ccd69c18dd005bcf952eb8d66b4f83821,244d2d914ecc7f77697c3dd87a8aeebf3a2a7c4b,c71ec762804ede462e50eadf3dbb7f0b15ab88f6
71d9f51db8ac82616c436a655c919b5e8658793d,f0fcbdcaf69b1d07e0544e58415b5627e4cdb462,f4bdf5acb81b2bb1f8faa61c95dfdb73300027ac,7ee413d16bcaca84f18e3f93fda57ec6cd597957,70d099174d3bf93f3e6a459f55ed415c9ed22db3,64d02ad0c8d5ff897ca8d6bcb80794af8264f7df,f7988f3ca8d924b25479fe2b474ccba5d41726cd
a494823418b112f3cdd0b134e4399c86d790ce86,94b4599d853c91e1e550391161751e1a43b3d2c6,ef1b88c931222669997639a0c45f26a4ff0a7342,383427c5cf55cb91b45b448b96e7d51627097c75,403d0ae0de4653c68668c6165b858a456356ab90,d42fb175f5b68e519d2b45f6c11bc711cb2ca8a1,0eaffcf6b5a4ab2d059e56cd0f0b418e474c89db
356576b838f3723689ed4ea4db94a74ea9e98484,d9e0e664a8629c93fafdffb2f8ad8a10ce6488c3,e02fba16e6f1f0d89dd92c9c41530d957588e467,a22828ad3d037037845db3f039d03852067c84d7,470ecdde0073ebfb0ce8160911a9a8c2c39de4b7,0b3ba83173b7998beb188ba25ce71e2e1f6358b1,7db4014305d2766fb246426825969d6bea1674ce
0e5182bc87c4de836b7106869616e76eea6fd09b,8ded2c8c38284980ffe1c586346d77f0144027e2,b822977ce20cf54f664d610e4838546b99146208,fae05b4a808b03e7f5606344b513da9666baf03f,1ccd77bc498909177253f37e7555a616c1449b7d,460052cd4004cd4cbb59bdc26b68177963cdf53e,2d544692c77bb2596ce61bb6e07723665eede05e
597bce71138fc42088b9babacb09d2853c5324aa,8cc7e9ae81bf2b40302543c3edcb732420941a6b,b483cfea458b77bdb8a7ac61aa92f89db8a3d24b,b89df5b5a7fad9864773156a4ed1384a2c350808,11a3e4cd173648f366f16d7291e0f15f9d08277f,b36ec01bebf8a1ba9c84a489dd324db08a4825bc,a5aaddf54fe3ba06dddb67ebe3e371aa5832226a
d48eac23f4148ac4ab258b47d98cfa84b819588b,d7c459dd4cb2b0091e0986d61929237b90125143,95feb5d786968c8987be28890f84aef5ffa515f4,52631a623a1af2c23397d7787f5c1516e9a09e46,10185e582fa0c06446cd73be35b3dc94ef8a514e,b25695e9e000245e01237151faaeb71b4aea0d8b,bebf4dd00936956127d8a631588096ad80b10656
60788a49ad24401ae21228c73ccd0e32c69e7512,e77dba5f52e35e61a1f6052ac2b4e97442fd3d93,f73156b9c5e33fa24b01e5d62d27fa69f80a7cf0,3800c9f29502917efb4be4dec20a48fac04def56,cb847a202f0a26509685e1e4d2099405fbf0f39c,ab04a0909ba95418ed7d63a9c8be16cdb7e1b506,4d58964c27c7f43c8f2baee29446d4e7e01c62b8
9da8c677498589a69db89c958dbab7510dde57ec,d91aad58b013ea56b4b22cd0783b291590c9bc72,d2d6c165b200c3937c26eb545ab8bb303c626e2d,9b81259f5d68b8ed38bb7599b953cff52c0c4b8a,5b36753ccb44e94c206b42a0a5ec83ce948fc30d,62110f0d8bc98db6f4cd242036eceb69947bde4a,0473e2ff75d51f3906f7aea8854936bcf2f79c80
ef75d8fbdf2b6ed4bf15eaaf631bc3739ea8399f,fd8a135babd701b074e8df24b3cd8925c40cc591,e385b7d7abed635ba2d67342f0a92ab5e24dfcb2,8e5f26f2af281e59a83e69964585edbb87e0fd24,97d3b112f608d7cb54504fa09d85c0332dbaf987,18fbd5c204eb14d491a145dde7734797829c9f38,fa7a43aac524b79b98729b4c4622da4f6f114a42
