"0000 - US president","0001 - US senate","0002 - governor","0003 - County Clerk","0005 - mayor","0006 - Question 1 - school budget override","0007 - Question 2 - new firehouse land purchase"
9da8c677498589a69db89c958dbab7510dde57ec,5e4ccca0a7b63a639205201f7357e5f1f2801c09,ac2dd43d335b09a3ff3c55ebfde658da659cb56f,624dd7f62a361fe8e24e797cc0b13751fc6f2d50,446bb4a156566028fb05f27be9a261e13647997f,385c5455cbb70a2832b89b0e8be45b6af91483e7,4d58964c27c7f43c8f2baee29446d4e7e01c62b8
597bce71138fc42088b9babacb09d2853c5324aa,4c5a58810416b0c0cb1c700ae04b1aa16b8ac9cd,ef9b28bdafe56a86484b366f979f7a0d5c147ce3,4e08a22eb8599599ea3c2d4647ee1a6c3b26e3fa,d857c9f0d32f1a6dd02af0ce0c3baa5257da0150,557f0531c977f7afd7f1acb4008738a5f57bbace,ca8aadf6346c41d74a9c3dda092627ba3c08e17c
8b063acf3bed954aba007358d9cace0b98bfe5b7,24f0d3bca31dd0776d13d2ccd5d64aef1172f8f3,13baa90aa1aca4d8922e416c8f29b02da938fa6a,48af35c87d11070f973d27c4d76221fca331d1f5,de65eca5ad236c447d2a5cbbb9110cb59460c016,f12057089d2d0cc066423694e3620da3d75e844a,0473e2ff75d51f3906f7aea8854936bcf2f79c80
cb90292dee7092c0854f69daceaab94424d40d60,d9e0e664a8629c93fafdffb2f8ad8a10ce6488c3,c05720cb5902a3a2f40fad1fa7d5da6462d72563,71f9a5e0b7c6859be1487466c5a8defd58259a23,e83b35428b64f80af92b04ac3f20b40e61454313,c391361a9c4ea4539b0b95c802e4351ad0738384,70bbbaf64daf9b9f50ce4de1dbc0ad27d894074f
8c0686903cc2296fb80f1caf7983c106713b3c93,5004c86ded960a1c6cb8c76460d5235f607f0436,f031036a3ce46e4f9e4d3fa084bb4b8852e1d968,fae05b4a808b03e7f5606344b513da9666baf03f,5162aa072d77f3815528dce10991f14b6d75e699,6bcfcc7a65abbe4acb35fbef12e011d3b0259df3,2d88f7c4f5c632e6d4ce0c60f86eae81a752b7eb
a554db8e4ac42d18a15c6bbf542a9de5c2ab53a9,1f449294e1ae2be0eff2eec966ea71a27df806b3,d2d6c165b200c3937c26eb545ab8bb303c626e2d,69ff7c5c53fbe4e7b0f28749a268626b9b28c43a,2c70a32a5d1dc7b53e7f0bc4679a54af8aee1bbf,7ca922553e0691df5ef8a65709c9412b41bee199,b9a2ab3443953795a0ac7c8377cbbaed69f8f187
bd1d4bbbd277682e13204711cbaf8632d5bc9fe2,ef19ea46215224ff201da11b569872156dea7fd5,5441576cf26eb5ed7f25c3ecfbcf2b6f96cf5ce2,efd57ff14b7e4cbcd1c90622c05a5761ad8175ef,0fc7dc1dd2c8de331d03ec5a5be7d4471fba8f84,d50149d60a1ae97330c2862d9561031d62c85fef,53af1f6c77776c67d0952eeef119f8b9e032efee
e50fc51812ebed7b7cc8fc3674bc40fc07416d93,d42f1a2a319dfbaada85f01525631ce7b93a85d9,f3b6570ddf9443ff2b278d72d5af0dbd66875061,a35f325bc80af83887b15b23bb6719821228dfaa,a10c1d70d31e70994b64aa88fc2d7dac1b630195,ee340b66df021b09841c2a88f627f421bfcc6a3b,28ffb8456a6e3693949f0177005c3fc1d5b50092
0a44a41e8554491ccd242f502ff4d9d7c80ddefd,f51fab7e56465be5a1543b4e3de52bff498fba19,e385b7d7abed635ba2d67342f0a92ab5e24dfcb2,a22828ad3d037037845db3f039d03852067c84d7,686fe713064bd461806fa97347b3bee0ca410fb8,fb647085e63e1ee84e8a99d93a18866844e9370f,1e439783ba433e4d8d7051589da6813cb696b338
9040902a321675a9c7e1f570809fbd5dce9f125d,94b4599d853c91e1e550391161751e1a43b3d2c6,958ea3a08ab8afd4a00a3623507365e76c152b8a,71b88e8f61805dd40423e1f699f54579655e6776,e9522786123cfd10997909c5c1a33b99dc16455d,b46c12a2fa45fe3890a78ea252272329dbc29174,bf7f616153a3c093303f06f895dbd9d8ea495f37
0e5182bc87c4de836b7106869616e76eea6fd09b,5cfee911a74d4e39d9d845ef129c6e482fd162f8,1883ffd6eaf9c971696b6ea06767082f8452d22a,8ac9a5035415f31bf0a19ea083ba786646d749b8,f28a30746c3308e2034c3bc9058572dfedf9f1ac,2bb0b8fd5fffaa63bd70c029f918cf1a96c235ca,f4df4c5b0db10e783731a6dd80e74261a75dab26
c07caca90229f74d6d1f4cb798d22b12172cc0dd,b8ba8ebef15101a80f7d39748cd9bc42d80c3f33,9aca0053b1516925d3c7a40c493fe7f655637561,769109e4970f2db056b930f5ee4696fb3103b13f,40f89174e5d72cc935c6ff22604ea63a74efc731,64d02ad0c8d5ff897ca8d6bcb80794af8264f7df,2670c665e8a0a631c7fba7265e4ddf91c483b2bf
f3fc72bf443fd62457aba42c3cdc142163ce8305,e77dba5f52e35e61a1f6052ac2b4e97442fd3d93,46fbd12c61432253ad26022278e983a1c25b8a74,9a8503b8305705249e9faccfbeb95deb717f9dc6,2df332c5ab11c11eda0de05f078d01faa371c6bd,6a3113aaa190fe4d4fd3403e7b0420c7a06041ff,5d440a5b2884e8aa3802cd8ab422b922622ef902
9bcd15339213f7e464170a33eda3708f0dfb6bff,366b6d7e2f8cb427853917fb483f0ba6afb930c6,9205ea9285ffbba2ea7955a40c571e864a062839,76e98c39ed77c7204bd1a9c537a466391c6f523b,ab5a78ead4891bdbf06f9e4d70bf7e8daeb01dc4,b59ea69320292ff1635109a0538dfc8edceb9176,c76430a532291eabeb91282890edb263102c3003
a7561a92d20671ba50dc4d16f750c423771e7295,be1c4991f5eef5cfac862c698a8156e39216192c,e02fba16e6f1f0d89dd92c9c41530d957588e467,52631a623a1af2c23397d7787f5c1516e9a09e46,11f953fcb165bf9f16807f39ab0f93628fc9831c,eb1de99c82463f8f382acaeed3e7a85dad1ccdc6,c455d40e106a65172ecd187e6aa3ed19cb833ee8
69d5296797c03dca7f2cf0e7db85c8261d19ab6e,7433e19cb2d7d45f6e1989d2c90bd1ac33ecf4f6,321cbe954c013ba981f7da9ca8df4144710cbe41,756d4a97e04f1a507202d6e28a5583d8c843bf56,fe4fb4adfd951d3cfe0d337cfa6764edeb62bcd1,b36ec01bebf8a1ba9c84a489dd324db08a4825bc,dbc9bea39d6065dcea8361eebc8f25e100fea647
a47ab2fc54ec9dfcd325d8559a170497683e35dd,c90f82002f3cf3107cd60db3f58f1cc205a59839,d02d0cff91d8a71850f1b21920bfffc2bcfa5536,d24dbffcf87163cacde28eab304f7e5dc8d5223f,8900bce1180467010a29df56bc9760ff22e22866,0ef977391903ab726b0e2b8a14474f3df52141df,a6d7329f072508abbe47d46ee9128a19258bec1e
28e60eddfe10cd6508b0a8c7d662ce779354d1ff,c8382978fe05eb91780313e97cfa67a2c4787ef9,f57370f2c9c537b3a831b00a8cf365ecfd54dbec,dad6e34bb0725db2d9cc01b4ac5147dd5a459300,e9380a7a2d8fc0ecd1571cd2a5d43c0902106dab,244d2d914ecc7f77697c3dd87a8aeebf3a2a7c4b,a41c080905eca5ac57b31fa01e057e6b1067d783
d363e25cbbfeb18786f2ba563f56ced8ef7e4f7f,b7786cfc1f9e1d8dc51e4a5d99c483d87810061c,d2815bd206892f42d0eeb8fb91850414c4bf08c1,7ec553f8092bab9834fe0745c694e37a40a1dd54,92b6d568731172572c36585b4185cd6610ec6eaf,d42fb175f5b68e519d2b45f6c11bc711cb2ca8a1,650a21223f9bc71eb3096cde3acf96ea3702a609
da5be2e9304a37d392eb9613435b9ef1635184ed,941c06653609b4942edacfeb72561627fa3a305a,3118dc8cea802b38b14401afde93ce2e0798e925,3800c9f29502917efb4be4dec20a48fac04def56,6d5b8d2690cb70056ca7301aa49d6c75563ef2fd,e75db1e7e82694316931f25743b625776734771b,b99bcde3d27ed98a674e6807fd2b1b4835645331
e19d844d6511394486dad3aa8647246c6e074a5a,be7380e53b6703e45767531a242abb3871f4eb19,3e0c5d494d0b1b10e26d624bdb67eafab0e2709c,2bc4fe5ca54e73cd42901d94bac432cd469b50c9,c94ae3dd370ea3bc4e1515682ddd58df839728e3,2dd5f956f6ee4827b7c954831638a920b5acf1a9,f1116ebb73b7419a3719592e9f3139e3413030f3
be836fae7b27231d0e0b4fa9575e9a79e2d0bc65,fd8a135babd701b074e8df24b3cd8925c40cc591,de8319d2b44e4502b4879405bed47c0e32eb388c,77d56d83fdac7b476384b3cf1106bea4981f935d,56b0a7da40899271ccfc9771df85ce6521fcff09,b8b20b5693dc58c9087bf449bce5f8d160e2ded4,2f82c7d0cba3e3e5e99af2330cf02e67adf6916b
e4c9679dc7a96f6adf0720ea5208fbfc913fa204,fe42b8d39d585647add4e430268554f456c611e1,d4604033e50f979b64c7405d66e156110842a998,eca3b7f0dd5eed1ada0d44258d36f9110702fef0,4fd8fb85fec21dc0616df7dd9988dd45ac518853,3441592ac7ebf3a50ad58c2842cfe17750f5a95e,87a9bfe1dd699b0075b8b40484f40022c08b8159
71d9f51db8ac82616c436a655c919b5e8658793d,4c66abb84971f4fc70031536e706e909ec52d23e,6f07ac23dc141c53c030b7a29cb54fbba9d67f60,704e30b0468e81883cbcb43ada1195aaa3d989e7,9be91bf758cc37ebcd998bec1b557a1b260233ea,e0554f75e48024ad390316652ef852af6ccc5fb2,133c427a2d7c4dae2509aaa3e9c9ee34cd1de3c4
356576b838f3723689ed4ea4db94a74ea9e98484,4e437e1fc47e0f222f7403d9957490b9205245dd,f4fff3e5ed5e6050e5776bc01dba219559445225,a1b02d034063d3a4e29ca78cbfaa5d3e9caf14dd,a515aaccd89881df1029e2bbb6da63d7708bad80,fbb5437c4ec958309dcf51dd9d29003b470320d7,b7cc88f7872741fd222e0be83a46f8ef6b2f8096
5bc795e29624c3df102bcb030ca53a20db60183b,b14085cd7c727801736a74abc4799f314ef4752e,2642a77f24dfb354e7716008cacfd5e0493f5494,3d3825441f2479d692bc70d746efbfb843cefff4,b4ca79426efe2f4534b57231d05bfd66a3ad1b03,fb155cd9934ed10c73239950f21836759941c7be,1acdd0e9c1fd412d759bc30ac667184fb20d0ee5
5e7ea674ce6852d260dc3a2420327aedb4e8d280,b7e518a5bd003076efa4fe3b2e8ecc6c2bbf5747,8fc5173db68a4db7f0b0ae27bab99c8816d2ba86,73ce60c5c105a527904027056ea054893af60d62,99e6ce711ee663b88297e39fae75aebd71f25a78,0b3ba83173b7998beb188ba25ce71e2e1f6358b1,a5aaddf54fe3ba06dddb67ebe3e371aa5832226a
6ec2728f31791019aee48066972c6552249989ca,d91aad58b013ea56b4b22cd0783b291590c9bc72,b822977ce20cf54f664d610e4838546b99146208,9baf174519d9e3e09f2f164d5364f415584dccea,cb847a202f0a26509685e1e4d2099405fbf0f39c,51583f6224edf0b539e2c53973fa77cc6c9513b4,5abad04572fabe2f6ade6523424c443d96b2acc7
433df1a67a77d27076190427a645b027fe876ba6,057513c68c1391fbec966719446798d58cc116ab,8aa9966a3bdb1473fb28457600063be91bc49052,38e3e1f90f1ac3544696805285d8c81b84802930,1deff233a778ed305a6f610bf9a29d158e397d6b,f986f94050abae34083fc7df0d775c628ba84ab4,7b858bac7e79309745b9dd161ad6fe54a96ed10e
647c81ce7bbcdb60e94a9aec731ae6e4f386da27,7573a7dd15ab1ec426a6e566aeb267acaf2c844b,a44ea8ee32eb793afb4ff9af5eea161c3f9faa14,354c8afd724cde27316ea347b5144cb6d6cef041,fa2624e561b4d4b49e8299cefde7f343fcae51af,f95ae81b37cc6ead502c526227ad57950fc3aded,5e7a2181008c511289a9784df766bd48fc96e9d8
eaa63c926a2aa6233970728f3c2ce4ec0c1a1b43,c7313a740ddf7690de44fe46e82807d9e196a7b0,7849d4fba865bcd31b7f8f5a4bd41445f7796ab4,c2f7728f42e0de6bed99c536516647728a706b6c,a398665681361cb8b4aa5a54f2952d342452a0b5,4b9bebd2bcabf55f8e3a29816d87b56d403b34b3,7db4014305d2766fb246426825969d6bea1674ce
489269f88f7ff0842b62780c74ebebceadd96a57,3242428bd226c3bb99b092968412ac853d15e872,88efaa7fd083168a4e376c0086060cf373fb4395,6a295fbef631fca115071c85ec4c117744630126,3476be40f3b4ab4b08078c80f1666361c2f5b490,cf5b13f4a2cfd256b90533c1315ad71ed170cbf9,09a70de1333e8635fa6a5cc0d3e811197b285485
665586cd70de08b63427d4c24b22d41140a62974,c9e280efff3a3555191966df48c7a4a98c402b98,36ac27b17e9d0bb21aa6e5fbcf2090bf0330bcbe,3fed1f9cfdeb15cfcac2336a0197100f3af19d79,f9c1fd03ce2f82ecb224fa77c169e6f8283e0d7a,3e5ccf8bba9398c4405eee9651decb8c0e707045,0eaffcf6b5a4ab2d059e56cd0f0b418e474c89db
b4eba254c162ee6056e189f35bc0c0094254af0f,594bf71bbb517589dbee28f02bdbfb261b317904,d298ffcfebf4552a3c7ebcec694d5fd7704f2972,2849fd0a9accce8f4bd03f616e9ac7cbb67560c7,a1440f4ccd69c18dd005bcf952eb8d66b4f83821,62110f0d8bc98db6f4cd242036eceb69947bde4a,cdc0ebcb4a6549fa09010e76fe26dce1f1745f04
2c0b17cddad8065939a79232a78db1ecf26f991a,cb3c1ae2a6bd0acb1c045964c254bf3cd252e4d9,3e1631b8c966bbbdef45f9065d3fe38b35010863,880d96d5347a98a8e65a7860d5de9db769eb7f0e,99de044b41a3e502e8c642932e7c774af250f695,29c35140c74c2fe4ea6262cbf1b7b7f89b2e4abe,b3586ad7fafdf103d15f4b84d00b72631c0fd270
8d164ca13ecfbdf5250050d4f7979bd3e93374e6,30708071a8dbd54a9436c20107c4c697af55415e,b4115c151d7307cb238b0e71082135d4e6bb5d5c,8623767bb4bb82393ff69f2644125bc57819dbbe,c00ac4400d1481685f9f9dfb49f51294ee804be2,488f4a53cee8c322dbdb7587dea9dbb4d7d3dd05,fa819c9d87beebd129d5c6f5c874c4aa38e09729
8b72864ff29c38c834b7729747e56039c1b9aef4,13328276f230d9f9f7caa47c1e1caaf95189cd33,ce556b4fa56ab96a56023d7519c0dd9bf112599d,5adf6774d2c901bfb3c2b1d0e54f9710a108b7ff,9aa4becd6521b57e0e4ed417ad9ecd2f3ff54597,93e909ad46672f733ee0d7a2a6e671e05312f0ad,1c950bd48a7d5fb765ce88c0ed41b15a09b056e6
da9566c5e0324023f11f8172a52e9b23153ec7ac,ed1e9d6c08ea225935bf6e313c40a53079f9bb4d,0a933690b7d53050b97788c120c5695d2f95a310,d7dc16a7f7dc91dc5e96067009d5e83e7f540360,18dfee59d7b6999887467757b08b7fcccb12eac5,b25695e9e000245e01237151faaeb71b4aea0d8b,c71ec762804ede462e50eadf3dbb7f0b15ab88f6
4e6cddd3595a2354fa5889bfb1a4236b1ceda7e5,c36fb97b1dd712a0ef6f3c2d8c5417f8a779886a,db357972bca24ea5db83a31dbac1fd493b9ba83b,12864e1cec58e478ddf9f4986938d05b2cc6eeea,67dabf104659702b802cc430938058b2d86f6ae2,a623c82ac6e82945f3c5b9ad20b9cc7158e1d744,9994aa5315ff6785494efb59ff7114c54afb1d7f
35caf2b142bf410722f1c95381cfcbc5a2fb71a2,8db54736a6ba35d092c6b0c7d9b8fcd58825d9ca,3f9f23932053526c51e444cc6871784506eda362,428157d85324eef59d5667af19113a0a3278614f,34ced4c796cca8a0b6fb9f22f76f28cdd7277a6c,36acb0a5b30da8c87fc2f56fa44a30c5bd359971,142b9a0ae15c60ae2be8d944f9273f1b51be3b57
1c3f45e07f074ff439829e449f1d445b22b10375,b479d5ead65795ee5b7282da9d6368be25f7b99c,b4a8d74e1413ddf56db6e5666a6f9e58e28ee79a,6e6f353dd6d22639424edba3d73f66b5bb0208ad,6cb925ff639de0734b7fdcbf3667c854be0d4443,4e932c28b38d6c9ca02b5e00990fdfaf5da46582,99f354e38152b134820a09ff4e3fb398d853a18d
1f2040177004dec12673fe7781fd0ecfb2c44ebf,48c60b58c45d66a83bc081c5eed8683d6946f909,557c760b81d330bef0573e1a6f2e1d21fd0b5296,a7c5059032920d4c5d481356378e230eb53bb30c,1e6f10fd943e9419e39b3bc456a835a6d96b02e2,0f022fa2f6365596823de5e235db8e547324a877,1cc4f1f2905cb9b6947a4931a9f4230aff71eceb
1cea405b217522581eaf9b41029e6727c3d49656,397812a3ef76b50d02344378ee4351354a4bf6fb,ef1b88c931222669997639a0c45f26a4ff0a7342,2e8165ef8e1bad8da183a6e76c507dc7dca5760d,ef33f37c2333ded922a6ff0d03b2feb3b6c7464c,7b6a750060b39c0b88d05fcc0b6e8eb8eaa796a4,816d7af9c9fbe28996879408c858e90cccfb3332
2810bad3c3adb21332c82a2f12250a6a9c2a0311,d3d122842648713846d42ffb383be9f2f88a64ba,70870d4ccbaeb4ccc5d4dfe5999e1db31490da40,838f4ee6928e40c32e45ff4f0cdbdf5e08627754,d6ff8eeffbdb9a99570cb537506e5d50e23741a8,52b52fb4252c6d5bce97a2e9e77fd450454331ef,2d544692c77bb2596ce61bb6e07723665eede05e
09eed2a10893e508d221a339cd676711ba57a652,e353aa24d60f102986e514de25f78e0f8d532b23,9b1aaf6658aa677a303621927093a81a2419a422,ac7b882046c51ba96d30be850b84132b243281dd,fa503b9d1894574349ca2791719ff36784e6eb1f,c4e020a7e72fe9d87b833dbf8cfc7865569374c4,98045cf85f4bda4f6a0f3dba12cf1bdf31089651
f65eff38eb1617d2398457bb267196d6d7f64d0f,b9783d7786a6e01140b5623d5ad1feced9fbb122,1dcdde4e18c8be35c2c3f4fb522a4ca7299d050f,57e3630af94889b3baa69215e8d957dc397d7a98,72e568e9f9514fea6d688ec7df9edca9c8cc2cb9,1ea6fa78f7e7e556ea502151f56bf0cbc4b62703,648815a910fb41c48005fbf290027fe5499954f3
87e7ba5f373f5478fe328cce8cba7e454f753c0a,a5a6a509e9435f25f52ff3ba4107b0996350cfb5,61265c9aca9485ed201e9f0a17f2ef1a2cf8d5bd,e47dcebe1bf987a25298441a055fd36c69297aa3,5f45249b2133eaea5bd824b6ce2f7a4f5b109372,1abd57ceba89af481222b23380ee8a58c4399656,f7988f3ca8d924b25479fe2b474ccba5d41726cd
ef75d8fbdf2b6ed4bf15eaaf631bc3739ea8399f,8574ff8053f27b636d56e0406f6bc528fb76142e,4b173e3f751f756ae5c6efdadbe4e7943f52d3b1,87c6ad8739dba66e273c8b666710d7f48801e541,707d1e7c053e7aea9d17478d35490a89d1d15fc2,18bb2ec19ff508d71669788b3c483305533cfeb3,84df85a5210460141b1be9a82c1f09eec61b4211
3801a74643e6010448d148ad1a50cfb64666d31d,9bea3ffc56102c8a6b01b05683af3f66f5940991,495612da5f6522b2bbbda06703d0d3af04761cb5,79248aa7e645a547cc472b9e53acbd3d2cc0f8ae,10185e582fa0c06446cd73be35b3dc94ef8a514e,8b50bdec5942754d3235ed3a42b62c9729cb152f,0b359435e3e6460fe9acfc73877e2eaf2e15f943
